Instance: Direction_Num_16_ID_10_R_4
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 553.9511743980867
Runtime: 22.842000007629395
Gap: 0
Path: 
50.0 50.0
62.2511 46.201
55.1014 38.0263
54.5064 37.3459
43.0715 24.272
35.1937 15.2649
27.4366 6.3957
31.2371 4.9007
54.2025 19.6719
73.967 20.3415
95.0126 42.3276
72.6049 74.7581
90.9349 96.2729
76.6354 96.507
65.4158 90.9807
65.476 91.0576
45.9532 76.54
39.9358 80.9838
47.1978 92.1669
47.1978 92.1669
60.2023 109.0938
53.7324 116.424
31.8185 100.5027
31.1531 121.3626
11.14 96.9637
35.9702 67.1118
14.5946 40.3893
12.936 38.3157
20.8995 43.6498
21.6325 42.9934
9.4946 28.0447
28.3084 28.411
50.6823 50.1836
50.0 50.0
