Instance: Uniform_Num_20_ID_3_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 603.1061824104754
Runtime: 3600.1979999542236
Gap: 0.34180469548834624
Path: 
50.0 50.0
61.5289 61.8131
65.9379 85.9867
54.6701 81.9012
36.8555 65.3095
34.968 63.5515
21.2936 56.642
20.2231 56.1009
-6.6495 42.5236
-1.4995 53.6152
-14.3013 74.3542
-26.4832 75.4308
1.7793 84.1388
2.299 84.2986
16.4006 92.4601
12.8175 87.2206
18.2966 86.3635
28.6111 84.7499
34.3728 85.707
30.4738 75.6943
17.7993 43.137
12.5531 28.5245
6.9241 12.8447
5.2999 8.3244
4.3795 5.7628
1.7244 -1.6289
5.6215 -5.1944
11.1319 -1.9884
36.5441 12.789
48.5632 25.8178
35.1621 25.9365
26.2986 26.0155
28.0191 -5.4559
29.3459 -29.7509
32.0317 0.0326
37.2579 1.6436
63.6001 -4.507
63.6037 -4.5052
61.9936 22.3202
61.9676 22.7532
47.4669 49.763
50.0 50.0
