Instance: Direction_Num_12_ID_16_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 423.36021303504634
Runtime: 8.980999946594238
Gap: 0
Path: 
50.0 50.0
52.2195 40.3869
56.1741 41.5233
81.6925 59.2436
85.7881 60.0316
118.803 44.4207
116.9271 42.61
95.7361 22.1572
95.6756 22.2476
83.9303 39.8001
73.1359 30.031
66.3702 23.9074
53.178 11.9682
33.4096 20.6362
16.3191 9.1125
14.0764 76.3635
23.922 93.9161
34.8596 104.7361
37.0046 108.781
36.3755 84.3246
46.5859 88.1175
48.7206 86.8285
58.2597 91.8872
61.6905 84.2271
54.4792 66.6585
50.0 50.0
