Instance: Uniform_Num_12_ID_3_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 515.6484194145771
Runtime: 1.491999864578247
Gap: 0
Path: 
50.0 50.0
58.0254 43.9429
42.1376 29.1523
41.6821 28.7283
48.6422 -4.5332
91.5051 11.1575
71.3828 24.1806
65.6368 20.7252
43.5338 7.4342
13.2362 -10.7821
4.4206 1.4731
7.2919 39.5673
9.2021 64.9357
28.4856 65.8916
38.657 96.7909
39.1229 97.5078
54.6637 89.2602
59.3867 100.3769
62.1394 122.6113
80.8049 74.99
69.0982 77.9099
45.922 83.6882
52.7481 68.6121
54.1616 66.9474
44.7776 54.5124
50.0 50.0
