Instance: Uniform_Num_16_ID_15_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 638.7821580373322
Runtime: 4.736000061035156
Gap: 0
Path: 
50.0 50.0
66.6644 64.7859
84.1001 59.182
92.4803 82.2499
119.1298 94.941
122.2012 96.4021
96.4993 98.3933
46.9618 102.2352
34.0042 109.8762
39.8278 83.92
35.8752 72.9727
28.3691 83.5059
17.3308 117.1164
14.2239 115.607
14.1035 96.6158
14.0235 83.7054
9.7006 77.1788
4.7863 69.759
-13.7178 41.8008
15.7461 14.3762
20.9015 1.9851
30.4156 -1.766
38.6689 17.352
45.037 8.3954
57.2291 -18.85
65.7917 0.0412
64.4191 13.2656
79.2926 15.8374
80.0886 35.3652
74.8458 41.9296
52.9314 39.0374
51.3796 33.3415
28.6891 45.0538
50.0 50.0
