Instance: Uniform_Num_20_ID_9_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 608.1266274058461
Runtime: 3600.213000059128
Gap: 0.014730060541363641
Path: 
50.0 50.0
59.0651 50.5592
56.851 28.9212
55.7682 23.1091
62.0693 -2.1926
84.1839 6.8591
81.3151 10.834
79.0626 13.9518
79.9139 17.9938
91.2682 21.5735
99.0619 38.4149
98.0452 57.4202
112.9916 80.526
90.7464 88.8689
90.1719 119.6112
66.2252 92.1332
47.1953 91.7288
33.7876 91.4472
14.4849 74.7147
15.5547 91.7087
41.125 69.9902
43.3097 68.1362
33.3595 49.6161
33.1086 49.1501
23.0049 62.8958
23.4598 59.3005
19.9951 58.0688
10.4905 54.6852
1.6225 51.5277
-13.5646 45.4539
2.6845 32.3399
3.2551 28.4193
12.0068 45.9707
15.4636 35.4145
26.8673 40.6457
39.4484 30.9427
50.373 43.2113
59.7914 53.79
61.2714 55.454
57.6958 53.0283
42.0799 56.4762
50.0 50.0
