Instance: Uniform_Num_20_ID_5_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 611.3864196345404
Runtime: 3600.8010001182556
Gap: 0.2157926899010741
Path: 
50.0 50.0
48.2861 53.1967
37.6989 47.0324
42.4595 47.8022
51.9611 49.3361
55.6592 49.934
50.3515 37.2283
47.144 35.5367
63.0166 31.218
70.7945 29.1018
92.7784 23.1164
92.9953 22.291
96.9216 7.3579
69.2506 -13.9465
58.2206 13.0146
43.5606 8.2207
29.2191 -12.0495
-0.0668 10.2157
-21.4853 16.8626
-3.9458 28.1749
15.3568 40.6239
17.3216 37.6979
15.5933 59.8357
14.5012 73.8049
18.3964 94.456
20.8411 107.4023
15.368 113.6601
4.9876 111.1406
5.12 109.1642
5.8836 97.7425
11.0899 89.5185
33.9572 72.2995
54.2511 74.1115
67.9977 74.5879
100.0065 75.6912
95.0566 71.6276
85.1406 63.4878
74.3303 77.8219
62.2791 63.3955
60.344 61.0786
49.4303 48.0112
50.0 50.0
