Instance: Uniform_Num_20_ID_17_R_2
Steiner-visit: True
Benders Cut: Default
Formulation: DFJ
OFV: 801.7751428444337
Runtime: 1.3640000820159912
Gap: 0
Path: 
50.0 50.0
54.7697 48.6234
61.7269 16.6932
52.774 8.1043
62.9608 33.1033
59.6892 39.9986
75.8095 46.8081
74.052 50.4783
69.7257 70.5039
74.8115 58.5935
96.839 28.0985
96.963 10.6425
121.7326 -11.5351
98.6088 22.4477
122.0856 39.1839
119.3139 29.9449
97.5042 52.8416
99.6187 67.9209
74.841 95.1708
79.897 118.8417
58.6752 90.877
64.0888 78.2484
32.2392 86.2932
28.1833 96.4911
42.3844 75.4295
24.3908 75.4317
34.1466 54.8864
36.8155 49.2719
37.6717 19.0865
34.1255 17.2036
21.1783 29.1013
18.7693 41.8762
16.2156 55.4176
14.4538 50.7479
28.0019 58.132
28.0019 58.132
4.4382 63.1588
2.5475 69.8469
-12.0992 50.9406
11.7247 43.2365
39.672 40.2855
50.0 50.0
